LC,340,"STUDENT PRINCE, THE","ROMBERG, SIGMUND","SCHOENFELD, WILLIAM C.",1954,Concert Band,MISSING CHORAL PART
LC,382,BEGUINE FOR BAND,"OSSER, GLENN",,1954,Concert Band,
LC,2,"PEACOCK'S FANCY, A","OSTERLING, ERIC",,1955,Concert Band,
LC,6,AMERICAN FOLK SUITE,"WALTERS, HAROLD",,1955,Concert Band,MISSING ALL MUSIC
LC,7,BELMONT OVERTURE,"HERMANN, RALPH",,1955,Concert Band,
LC,14,AMERICAN HERITAGE,"PLOYHAR, JAMES",,1955,Concert Band,
LC,20,AIR AND MARCH,"PURCELL, HENRY","GORDON, PHILIP",1955,Concert Band,"MISSING OBOE;2ND CLARINET;3RD CLARINET;ALTO CLARINET;BASS CLARINET; BASSOON;2ND ALTO SAX; TENOR SAX; CORNET (1,2,3); BARITONE(TC/BC);STRING BASS; TIMPANI"
M,22,WHITE HAT MARCH,"BOWEN, GERARD",,1955,,
SP,24,"ROCK AROUND THE CLOCK, (WE'RE GONNA)","FREEDMAN, KNIGHT","LEONARD, HAL",1955,,
LC,30,ALLERSEELEN (ALL SOULS' DAY),"STRAUSS, RICHARD","DAVIS, ALBERT",1955,Concert Band,
SP,38,SEVENTEEN,"YOUNG, GORMAN, & BENNETT","LEONARD, HAL",1955,,
SP,40,AIN'T THAT A SHAME,"DOMINO,A. & BARTHOLOMEW,D.","LEONARD, HAL",1955,,
LC,54,DANCE OF THE HOURS,"PONCHIELLI, AMILCARE","BENNETT, DAVID",1955,Concert Band,
LC,59,CHORALE AND ALLELUIA,"HANSON, HOWARD",,1955,Concert Band,MISSING 1ST F HORN
LC,60,CINERAMA MARCH,"GOULD, MORTON","CACAVAS, JOHN",1955,Concert Band,
M,60,MUSIC HALL MARCH,"PAUL, CHRISTOPHER & DAVIDSON, ARNOL",,1955,,
LC,62,THEMES from CAUCASIAN SKETCHES,"IPPOLITOV-IVANOV, M.","JOHNSON, CLAIR W.",1955,Concert Band,
SP,68,I HEAR YOU KNOCKING,BARTHOLOMEW & KING,"LEONARD, HAL",1955,,
SP,73,LEARNIN' THE BLUES,"SILVERS, D.V.","LEONARD, HAL",1955,,
SP,79,Mambo Marcho,"AUKEN, ZANE VAN",,1955,,
LC,93,HOOTENANNY,,"SEIGMEISTER, ELIE",1955,Concert Band,
LC,101,JAMAICAN RUMBA,"BENJAMIN, ARTHUR","LANG, PHILLIP J.",1955,Concert Band,
SP,102,"OH, WHAT A BEAUTIFUL MORNIN'",RODGERS & HAMMERSTEIN,"SCHOENFELD, WILLIAM",1955,,
SP,107,DANCE WITH ME HENRY,"ROGERS,J.E. & OTIS,P.","LEONARD, HAL",1955,,
LC,111,LONESOME VALLEY,"NYQUIST, MORINE A.",,1955,Concert Band,
MC,111,Mambo Band,"KLITZ, BILL E.",,1955,Concert Band,
LC,115,MINATURE CHORALE AND FUGUE,"CARTER, CHARLES",,1955,Concert Band,
LC,129,MARCH OF THE MARTIANS,"SODERSTROM, EMIL",,1955,Concert Band,
M,129,BONNIE BLUE GAL,"ENGVICK, WM. & CAVANAUGH, JESSIE","YODER, PAUL",1955,,
LC,136,Mambo Band,"KLITZ, BILL E.",,1955,Concert Band,
SP,138,WAKE THE TOWN AND TELL THE PEOPLE,"LIVINGSTON, JERRY","LEONARD, HAL",1955,,
LC,145,OUR TOWN,"CAHN, SAMMY/VAN HEUSEN, JAMES","BEELER, WALTER",1955,Concert Band,
LC,147,PLANTATION SONG,"GILLIS, DON",,1955,Concert Band,
EN,150,"WATER MUSIC, THREE PIECES FROM THE","HANDEL, GEORGE FREDERICK","KING, ROBERT",1955,BRASS CHOIR,
M,151,HOSTRAUSER'S MARCH,"CHAMBERS, PARIS W.",,1955,,
LC,154,PUNCH AND JUDY,"MORRISSEY, JOHN J.",,1955,Concert Band,"MISSING 2ND FLUTE; 2ND OBOE;2ND BASSOON; ALTO CLARINET; 3RD TRUMPET; F HORN(1,2,3,4); STRING BASS"
LC,161,PARADE OF THE INSTRUMENTS,"MOORE, DONALD I.",,1955,Concert Band,
LC,170,SARABANDE AND GAVOTTE,"CORELLI, ARCANGELO","GORDON, PHILLIP",1955,Concert Band,
LC,173,RELAX,"YODER, PAUL",,1955,Concert Band,MISSING 3RD TROMBONE
LC,225,TYMPENDIUM,"SCHINSTINE, WILLIAM J.",,1955,Concert Band,
LC,388,AMERICAN OVERTURE FOR BAND,"JENKINS, JOSEPH WILLCOX",,1955,Concert Band,
LC,455,CELEBRATION OVERTURE - OP. 61,"CRESTON, PAUL",,1955,Concert Band,
SP,11,"WAYWARD WIND, THE","LEBOWSKY, STAN & NEWMAN, HERB","LEONARD, HAL",1956,,
LC,12,"PORTRAIT OF MISTER MAGOO, A","FARNON, DENNIS","BASKERVILLE, DAVID",1956,Concert Band,
SP,12,TUTTI' FRUTTI,"PENNIMAN, R.","LEONARD, HAL",1956,,
LC,19,ARMADA (OVERTURE),"BENNETT, DAVID",,1956,Concert Band,
SP,25,RIP IT UP,"BLACKWELL, MARASCALCO","LEONARD, HAL",1956,,
LC,29,ALMA MATER,"ANDERSON, LEROY",,1956,Concert Band,
M,31,"ARMY GOES ROLLING ALONG, THE","ARBERG, H.W.","YODER, PAUL",1956,,
SP,33,SINGING THE BLUES,"ENDSLEY, MELVIN","LEONARD, HAL",1956,,
LC,36,TOCCATA,"FRESCOBALDI, GIROLAMO","SLOCUM, EARL",1956,Concert Band,"MISSING Db PICCOLO; Eb HORN(1,2,3,4)"
M,41,"U.S. AIR FORCE MARCH, THE","LAVALLE, PAUL",,1956,,
SP,42,"TEENAGE PRAYER, A","REICHNER,B. & LOWE,B.","LEONARD, HAL",1956,,
LC,43,DRUMMER BOY BOUNCE,"WHITEFIELD,BERNARD/HATHAWAY,CHARLES",,1956,Concert Band,
SP,45,BIG BAND SWING,"BASKERVILLE, DAVID",,1956,,
SP,46,BLUE SUEDE SHOES,"PERKINS, CARL LEE","LEONARD, HAL",1956,,
MC,54,ON THE BALL - MARCH NOVELTY,DEL BARONI,,1956,Concert Band,
LC,55,DER FREISCHUTZ,"WEBER, CARL MARIA von","KENT, H.R",1956,Concert Band,MISSING OBOE;2ND Eb HORN
MC,56,"LA SULTANE SUITE, OVERTURE FROM","COUPERIN, FRANCOIS","GARDNER, MAURICE",1956,Concert Band,
SP,56,Mambo Americana (A MAMBO-MARCH),"ZIMMERMAN, HARRY","BASKERVILLE, DAVID",1956,,
SP,64,IVORY TOWER,FULTON & STEELE,,1956,,
LC,66,BUGLE CALLS A - PLENTY,"LAVALLE, PAUL",,1956,Concert Band,
SP,72,LISBON ANTIGUA,"PORTELLA, DO VALE, & GALHARDO","LEONARD, HAL",1956,,
LC,74,CONCERTO PETITE,"MUCCIGROSSO, FRANCIS P.",,1956,Concert Band,
SP,87,"HAPPY WHISTLER, THE","ROBERTSON, DON","LEONARD, HAL",1956,,
LC,89,GAME OF DANCE,"BERKOWITZ, SOL",,1956,Concert Band,
LC,98,IN THEE IS GLADNESS,"BACH, J.S.","WHITNEY, MAURICE C.",1956,Concert Band,MISSING 1ST FLUTE;BASS CLARINET; BASSOON
LC,106,LI'L ABNER,"MERCER, JOHNNY/DE PAUL, GENE","REED, ALFRED",1956,Concert Band,MISSING BARITONE(BC)
SP,106,DON'T BE CRUEL (TO A HEART THAT'S TRUE),"BLACKWELL,OTIS & PRESLEY, ELVIS","LEONARD, HAL",1956,,
M,110,BUGLE BOY MARCH,"ZIMMERMAN, HARRY & WALD, GEORGE","BASKERVILLE, DAVID",1956,,
LC,117,MOZART OVERTURES,"MOZART, W.A.","JOHNSON, CLAIR W.",1956,Concert Band,MISSING TUBA;BASSOON
LC,121,MARCH OF THE SKATERS,"POLHAMUS, ALBERT A.",,1956,Concert Band,
SP,122,HOT DIGGITY (DOG ZIGGITY BOOM),"HOFFMAN,AL & MANNING,DICK","CASE, ARTHUR D.",1956,,
SP,123,HOT ROD HOP,"ZIMMERMAN, HARRY",,1956,,
LC,131,MY FAIR LADY,"LOEWE, FREDERICK","BENNETT, ROBERT RUSSELL",1956,Concert Band,
LC,134,MR. WONDERFUL,"BOCK, J./HOLOFCENER, L./WEISS, GEO.","HAYMAN, RICHARD",1956,Concert Band,
M,134,GRAND ENTRY SWING MARCH,"BASKERVILLE, DAVID",,1956,,
SP,137,"WHATEVER WILL BE, WILL BE (QUE SERA, SERA)","LIVINGSTON,JAY & EVANS,RAY","LEONARD, HAL",1956,,
LC,180,SHOW BOAT,"HAMMERSTEIN,OSCAR/KERN,JEROME","BENNETT, ROBERT RUSELL",1956,Concert Band,MISSING SCORE; 1ST & 2ND Eb ALTO ; 2ND FLUTE; 2ND OBOE
LC,210,TROIKA (FROM LIEUTENANT KIJE SUITE),"PROKOFIEFF, SERGE","WALTERS, HAROLD",1956,Concert Band,MISSING 3RD & 4TH Eb HORN PARTS
LC,230,"MAN WITH THE GOLDEN ARM, THE","FINE, SYLVIA/BERNSTEIN, ELMER","REED, ALFRED",1956,Concert Band,
LC,231,TRIOMODE,"ESTES, ALDEN",,1956,Concert Band,MISSING BASSOON
LC,243,VIENNESE REFRAIN,,"DEDRICK, ART",1956,Concert Band,
LC,248,WHEN THE SAINTS COME MARCHING IN,,"LAVELLE, PAUL",1956,Concert Band,
LC,250,WALTZ FOR BAND,"MORRISSEY, JOHN J.",,1956,Concert Band,
LC,259,CARNIVAL VARIATIONS,"JACOBY, DON AND MCRAE, WILLIAM",,1956,Concert Band,
LC,260,ON THE ESPANADE,"BROWN, KEITH CROSBY","AKERS, HOWARD E.",1956,Concert Band,MISSING Db PICCOLO; Eb CLARINET; ALTO CLARINET; 3RD TROMBONE; STRING BASS
LC,343,LITTLE ENGLISH GIRL (L'INGLESINA),"CESE, D. DELLE",,1956,Concert Band,
LC,394,PROUD HERITAGE,"LATHAM, WILLIAM P.",,1956,Concert Band,
SP,1,YOUNG LOVE,"CARTEY, RIC & JOYNER, CAROLE","LEONARD, HAL",1957,,
SP,15,TOO MUCH,"ROSENBURG,LEE & WEINMAN,BERNARD","LEONARD, HAL",1957,,
MC,16,CALYPSO HOLIDAY,"PIERSOL, FRANK",,1957,Concert Band,
MC,29,FANFARE AND RONDO,"PURCELL, HENRY","GARDNER, MAURICE",1957,Concert Band,
LC,40,COAT OF ARMS (CONCERT MARCH),"KENNY, GEORGE",,1957,Concert Band,
M,43,BRAVURA,"DUBLE, C.E.",,1957,,
LC,48,EXCERPTS FROM BRIGADOON,"LOWE, FREDERICK","GORDON, PHILLIP",1957,Concert Band,
LC,53,CALYPSO JOINT,"FARRELL, KENNETH",,1957,Concert Band,
LC,57,DISPLAY PIECE FOR BAND,"MORRISSEY, JOHN J.",,1957,Concert Band,MISSING C PICCOLO
SP,58,HERE COMES THE BAND,"DAVIS,A. & POLHAMUS,A.",,1957,,
LC,70,BALLET EGYPTIAN,"LUIGINI, ALEXANDRE","BENNETT, DAVID",1957,Concert Band,MISSING 1ST FLUTE; 1ST BASSOON;2ND TROMBONE
LC,71,BRIGHT STAR,"BUCHTEL, FORREST L.",,1957,Concert Band,
SP,71,LOVE ME TO PIECES,"ENDSLEY, MELVIN","NELSON, FRED",1957,,
LC,75,CONCERT BAND CLINIC,"YODER, PAUL",,1957,Concert Band,
SP,77,MARCHO CALYPSO,"AUKEN, ZANE VAN",,1957,,
LC,80,FIDELIO,"BEETHOVEN, L.","BARNES, CLIFFORD P.",1957,Concert Band,
LC,92,INVITATION TO THE DANCE and SERENADE,"WEBER, CARL MARIA von/TITL, A.E.","MEYRELLES, M.C.",1957,Concert Band,
MC,93,"TRAVELER, THE","SMITH, LEONARD B.",,1957,Concert Band,
SP,108,DIANA,"ANKA, PAUL","LEONARD, HAL",1957,,
LC,116,MYSTIC GARDENS,"BUCHTEL, FORREST L.",,1957,Concert Band,
SP,116,GERONIMO,"SMITH, NICK","BENACK, BEN E.",1957,,
LC,130,MOONRISE,"WALTERS, HAROLD",,1957,Concert Band,MISSING C FLUTE;OBOE; BARITONE(TC)
LC,164,PASTELS,"MCRAE, WILLIAM",,1957,Concert Band,
LC,182,SALVATION IS CREATED/&/AWAKE,TSCHESNOKOFF/&/WAGNER,"HOUSEKNECHT, BRUCE",1957,Concert Band,MISSING 2ND BASSOON; EB CONTRABASS CLARINET
LC,184,SENTIMENTAL JOURNEY,"GREEN,BUD/BROWN,LES/HOMER,BEN","LANG, PHILIP J.",1957,Concert Band,MISSING SCORE; CLARINET 1ST & 2ND; CORNET 1ST & 2ND; TRUMPET 3RD; 1ST & 2ND HORN IN Eb; ALL TROMBONE PARTS; BARITONES; TUBA; ALL PERCUSSION (EXCEPT TIMPANI)
LC,227,THREE SCENES,"WALTERS, HAROLD",,1957,Concert Band,
SB,238,Old Cape Cod,"Rothrock, C; Yakus, M; Jeffrey, A","Maltby, Richard",1957,Jazz Ensemble,
LC,264,"MOZART FESTIVAL, A",MOZART,"JOHNSON, CLAIR W.",1957,Concert Band,
LC,349,SARABANDE AND BOURREE,HANDEL,"OSTERLING, ERIC",1957,Concert Band,
LC,362,FIESTA CALYPSO,"MYERS, THELDON",,1957,Concert Band,MISSING MARACAS;COWBELL
LC,380,CHESTER,"SCHUMAN, WILLIAM",,1957,Concert Band,
LC,415,"CAROL FESTIVAL, A","ADES,HAWLEY",,1957,Concert Band,
LC,432,MARCH WITH TRUMPETS,"BERGSMA, WILLIAM",,1957,Concert Band,
CS,3,AUNT DINAH'S QUILTING PARTY,,"HENDERSON, RAY",1958,,
MC,17,COLONEL BOGEY MARCH,"ALFORD, KENNETH J.","BARNES, CLIFFORD",1958,Concert Band,
SP,17,"SWINGIN' SHEPHERD BLUES, THE","ROBERT, JACOBSON, AND KOFFMAN","YODER, PAUL",1958,,
SB,23,FALLOUT (PETER GUNN),"MANCINI, HENRY",,1958,JAZZ ENSEMBLE,
LC,35,"CHRISTMAS PARTY, THE","WALTERS, HAROLD",,1958,Concert Band,MISSING 1ST ALTO SAX; SCORE; 2ND TROMBONE
LC,84,GIGI,"LOEWE, FREDERICK","BENNETT, ROBERT RUSSELL",1958,Concert Band,
SP,85,TWILIGHT TIME,"RAM, NEVINS, NEVINS, & DUNN","OSTERLING, ERIC",1958,,
LC,87,GOD AND COUNTRY,"WINGARD, GEORGE",,1958,Concert Band,
LC,95,HERALD TRUMPETS,"MAXWELL, EVERETT",,1958,Concert Band,
LC,120,MEXICAN OVERTURE,"ISAAC, MERLE J.",,1958,Concert Band,MISSING SCORE; 1ST FLUTE
SP,130,"ZORRO, THEME FROM","FOSTER,NORMAN & BRUNS,GEORGE","OSTERLING, ERIC",1958,,
LC,148,PASSACAGLIA,"SCOTT, CYRIL","LEIST, ROBERT",1958,Concert Band,
EN,155,SELECTED DUETS FOR FRENCH HORN,VARIOUS,"VOXMAN, H.",1958,FRENCH HORN DUETS,
LC,189,SLUMBERTIME SUITE,"LAAS, BILL",,1958,Concert Band,"MISSING 2ND CLARINET; 2ND Eb ALTO SAX; 1ST, 2ND TROMBONE"
LC,213,"ROYAL MANTLE, THE  (OVERTURE)","DUNHAM, RICHARD L.",,1958,Concert Band,
LC,229,TAMBERLANE,"ERICKSON, FRANK",,1958,Concert Band,
LC,284,VARIATIONS ON A FOLK SONG,SHUMANN AND ERICKSON,"ERICKSON, FRANK",1958,Concert Band,MISSING ALTO; 1ST CORNET; ALL TROMBONE; B.C BARITONE; PERUCSSION
LC,386,"MARRIAGE OF FIGARO, THE","MOZART, W.A.","SLOCUM, EARL",1958,Concert Band,
LC,446,SYMPHONIC SONGS FOR BAND,"BENNETT, ROBERT RUSSELL",,1958,Concert Band,
LC,470,GEORGE WASHINGTON BICENTIENNIAL MARCH,"SOUSA, JOHN PHILIP",,1958,Concert Band,
LC,554,Dramatic Essay,"Williams, Clifton",,1958,Concert Band,
LC,5,"BALLET MUSIC FROM ""FAUST""","GOUNOD, CHARLES","LAURENDEAU, L. P.",1959,Concert Band,
SB,10,CERULEAN BLUE,"BROWN, MARSHALL","BROWN, MARSHALL",1959,JAZZ ENSEMBLE,MISSING SCORE
SP,19,TOGETHER WHEREVER WE GO,"STYNE, JULE","LANG, PHILIP J.",1959,,
LC,26,AVANT GARDE,"STRICKLAND, WILLIAM",,1959,Concert Band,
M,47,"MAN OF THE HOUR, THE","FILLMORE, HENRY",,1959,,
SP,51,THIS OLD MAN (CHILDREN'S SONG),,"NELSON, FRED",1959,,
SP,54,GOD OF OUR FATHERS,"WARREN, GEORGE","WALTERS, HAROLD L.",1959,,
SB,91,"WELCOME BACK, JACK","LAPORTA, JOHN","LAPORTA, JOHN",1959,JAZZ ENSEMBLE,
LC,100,JUNGLE DRUMS,"LECUONA, ERNESTO","MORRISSEY, JOHN J.",1959,Concert Band,"MISSING Db PICCOLO; C PICCOLO;FLUTE 1; CORNET 1; TRUMPET(I,2);BASSOON(1,2); BASS CLARINET; OBOE; TROMBONE(1,3); ALTO SAX; F HORN(3,4); Eb HORN(1,2,3,4); DRUMS; TIMPANI"
LC,114,MOODS INTERLUDE,"FRED, HERBERT W.",,1959,Concert Band,
LC,140,NOCTURNE IN THE MODERN MANNER,"HERMANN, RALPH",,1959,Concert Band,MISSING 3RD Eb HORN
LC,143,NIGHT FLIGHT TO MADRID,"LESLIE, KERMIT/LESLIE, WALTER","LESLIE, KERMIT",1959,Concert Band,
LC,163,PRAELUDIUM,"CACAVAS, JOHN",,1959,Concert Band,MISSING STRING BASS
SB,179,Don't Blame Me,"McHugh, Jimmy","Wolpe, Dave",1959,Jazz Ensemble,
LC,212,TAKE ME ALONG,"MERRILL, BOB","REED, ALFRED",1959,Concert Band,
LC,361,FIVE MELLOW WINDS,"SCHANKE, DAVID",,1959,Concert Band,
LC,451,"ORIGINAL SUITE FOR MILITARY BAND, AN","JACOB, GORDON",,1959,Concert Band,
LC,456,AMERICAN FOLK RHAPSODY NO.2,"GRUNDMAN, CLARE",,1959,Concert Band,
LC,32,"OLIVER!, SELECTIONS FROM","BART, LIONEL","LEYDEN, NORMAN",1960,Concert Band,
LC,82,FANTASIA IN G MAJOR,"BACH, J.S.","GOLDMAN, RICHARD FRANCO",1960,Concert Band,
SB,106,DAT DERE,"TIMMONS, BOBBY","TAYLOR, MARK",1960,JAZZ ENSEMBLE,
SB,125,I'm Getting Sentimental Over You,"Washington, N; Bassmon, G","Comstock, Frank",1960,Jazz Ensemble,
LC,139,MARCHE ORIENTALE,"MUSSORGSKY, M.","GARDNER, MAURICE",1960,Concert Band,
LC,153,PURCELL SUITE,PURCELL-GARDNER,"GARDNER, MAURICE",1960,Concert Band,
LC,165,PARADE OF THE CHARIOTEERS,"ROZSA, MIKLOS","HAWKINS, ROBERT",1960,Concert Band,MISSING BASS CLARINET; F HORN; 1ST BASSOON; TENOR SAX
LC,175,ROMEO AND JULIET,"TSCHAIKOWSKY, PETER I.","ERICKSON, FRANK",1960,Concert Band,MISSING SCORE; 1ST ALTO;TENOR SAX;BARI SAX; 2ND CORNET;TROMBONES; BARITONES
LC,177,REVERIE,"DEBUSSY, CLAUDE","ERICKSON, FRANK",1960,Concert Band,MISSING TENOR SAX; BARITONE SAX
LC,202,"PLANTING, THE (SECOND MOVEMENT)","GILLIS, DON",,1960,Concert Band,MISSING 4TH CORNET
LC,208,TAKE FIVE,"DESMOND, PAUL","YODER, PAUL",1960,Concert Band,
LC,239,"WASHINGTON STAR, THE","HOWARD, GEORGE S. COL. & GASTYNE, S",,1960,Concert Band,
LC,338,TRUMPET CONCERTO,"HUMMEL, JOHANN NEPOMUK","CORLEY, JOHN",1960,Concert Band,MISSING SAXOPHONES; TROMBONE; BARITONE; TUBAS; DRUMS
LC,365,VELVETTE,CATIZONE,"YODER, PAUL",1960,Concert Band,
SB,71,SISTER SADIE,"SILVER, HORACE","CLAUSEN, ALF",1978,JAZZ ENSEMBLE,
LC,41,"CAMELOT, HIGHLIGHTS FROM","LOEWE, FREDERICK","YODER, PAUL",1961,Concert Band,
LC,44,"SINFONIANS, THE (SYMPHONIC MARCH)","WILLIAMS, CLIFTON",,1961,Concert Band,
LC,51,FLUTATION,"GRUNDMAN, CLAUDE",,1961,Concert Band,
LC,76,CIVIL WAR SUITE,"WALTERS, HAROLD",,1961,Concert Band,
LC,83,GOLDEN SLIPHORNS,"OSTERLING, ACTON",,1961,Concert Band,"MISSING 1ST ALTO;BASS CLARINET; HORN (2,3,4);SCORE; BARITONE;TROMBONES; DRUMS"
SB,90,"VERY BEST TO YOU, THE","BROWN, MARSHALL","BROWN, MARSHALL",1961,JAZZ ENSEMBLE,
M,118,DOWN SOUTH MARCH,"MYDDLETON, W.H.","WALTERS, HAROLD",1961,,
LC,135,"CAMELOT, MUSIC FROM","LOEWE, FREDERICK","BENNETT, ROBERT RUSSELL",1961,Concert Band,MISSING 1ST Eb HORN
M,138,HIGH SOCIETY DIXIELAND MARCH,"STEELE, PORTER","FRANK, FRED",1961,,
LC,155,PUNTA LARGA,"CANEVA, ERNEST",,1961,Concert Band,
M,161,"REBEL CHARGE MARCH, THE","WALTERS, HAROLD",,1961,,
M,162,"BLACK HORSE TROOP, THE","SOUSA, J.P.",,1961,,
M,167,"PRESIDENTS MARCH, THE","FILLMORE, HENRY",,1961,,
M,241,U.S. ARMY SIGNAL CORPS MARCH (CEREMONIAL EXCERPT),"WOOLEY, ALLEN",,1961,,
LC,252,"ZUEIGNUNG (DEDICATION) (OP.10,NO1)","STRAUSS, RICHARD","DAVIS, ALBERT OLIVER",1961,Concert Band,MISSING SCORE
LC,262,GALLITO PASO DOBLE,"LOPE, SANTIAGO","WALTERS, HAROLD L.",1961,Concert Band,
LC,288,SOL Y SOMBRA,"GATES, GEORGE",,1961,Concert Band,
SB,298,BLUE BOSSA,"DURHAM, KENNY","JOHNSON, SY",1961,,
LC,336,"FLYING DUTCHMAN OVERTURE, THE","WAGNER, RICHARD","LAURENDEAU, L.P.",1961,Concert Band,
LC,444,"BLUE AND THE GRAY (CIVIL WAR SUITE), THE","GRUNDMAN, CLARE",,1961,Concert Band,
SB,35,HUNGARIAN DANCE # 5,"BRAHMS, JOHANNES","MAY, BILLY",1963,JAZZ ENSEMBLE,MISSING SCORE
CS,1,COOL WATER,"NOLAN, BOB","RINGWALD, ROY",1962,,
LC,28,"BLUE BELLS OF SCOTLAND, THE","ANDERSON, LEORY",,1962,Concert Band,
LC,50,"FESTIVAL PRELUDE, A","REED, ALFRED",,1962,Concert Band,
LC,73,CONCERTINO,"WEBER, CARL MARIA von","REED, ALFRED",1962,Concert Band,
SB,85,Things Are Getting Better,"Adderley, Julian","McConnell, Rob",1962,JAZZ ENSEMBLE,
LC,112,LAST SPRING,"GRIEG, EDVARD","BARDEEN, ROBERT J.",1962,Concert Band,
SP,125,STRANGER ON THE SHORE,"BILK, ACKER","LEONARD, HAL",1962,,
LC,141,NO STRINGS,"RODGERS, RICHARD","BENNETT, ROBERT RUSSELL",1962,Concert Band,
LC,223,"GOLDEN YEARS, THE","ANDERSON, LEORY",,1962,Concert Band,
LC,404,"GILBERT & SULLIVAN FESTIVAL, A",VARIOUS,"LANG, PHILIP J.",1962,Concert Band,
LC,464,LAWRENCE OF ARABIA (THEME FROM),"JARRE, MAURICE","REED, ALFRED",1962,Concert Band,
LC,576,Clarinet Candy,"Anderson, Leroy",,1962,Concert Band,
SB,11,CHEERS!,"MANCINI, HENRY","MANCINI, HENRY",1963,JAZZ ENSEMBLE,
LC,24,"AMERICA, THE BEAUTIFUL","WARD, SAMUAL","DRAGON, CARMEN",1963,Concert Band,MISSING TENOR SAX
LC,97,HYMN SONG FOR SUNDAY,"GILLIS, DON",,1963,Concert Band,
LC,118,MARCH FOR THE PRINCE OF WALES,"HAYDEN, JOSEPH","RILEY, JAMES",1963,Concert Band,
LC,167,PROMETHEUS,"BEETHOVEN, L.","BARNES, CLIFFORD P.",1963,Concert Band,
LC,187,"SUITE FROM ""DOLLY""","FAURE, GABRIEL  OP.56","SCOTT, F. WAYNE",1963,Concert Band,
SB,189,In A Sentimental Mood,"Ellington, D; Mills, I; Kurtz, M;","Lewis, Mike",1963,Jazz Ensemble,
LC,267,BANDOLOGY,"OSTERLING, ERIC",,1963,Concert Band,
LC,279,MUSIC FOR A CEREMONY,"MORRISSEY, JOHN J.",,1963,Concert Band,
LC,453,VALDRES,"HANSSEN, JOHANNES","BAINUM, GLENN C.",1963,Concert Band,
LC,457,VARIANTS ON A MEDIAEVAL TUNE,"DELLO JOIO, NORMAN",,1963,Concert Band,
LC,496,INCANTATION AND DANCE,"CHANCE, JOHN BARNES",,1963,Concert Band,
LC,561,Can Can for Band,Offenbach,"Simeone, Harry",1963,Concert Band,
EN,13,ADAGIO AND ALLEGRO from CONCERTO GROSSO IN Bb,"HANDEL, G.F.","HERVIG, R.",1964,SAXOPHONE QUARTET,
LC,15,"MARCH FROM ""AIDA""","VERDI, GIUSEPPI","SEREDY, JULIUS",1964,Concert Band,
CS,24,TRY TO REMEMBER,"SCHMIDT, HARVEY & JONES, TOM","ANDERSON, JOHN R.",1964,,
LC,63,COL. BARNEY OLDFIELD MARCH,"AZZOLINA, LT. COL. MARK","CABLE, HOWARD",1964,Concert Band,
LC,205,"PINK PANTHER, THE","MANCINI, HENRY","WARRINGTON, JOHN",1964,Concert Band,
LC,254,"ROAR OF THE GREASEPAINT, THE SMELL OF THE CROWD","BRICUSSE, L. AND NEWLEY, A.","BURDEN, JAMES H.",1964,Concert Band,
LC,326,LIEBESTOD,"WAGNER, RICHARD","BAINUM, GLENN C.",1964,Concert Band,MISSING 1ST & 2ND OBOE
LC,468,CONCERTPIECE NO. 2,"MENDELSSOHN, FELIX","GEE, HARRY",1964,Concert Band,
LC,13,AMERICAN MINSTRELS,"HOWARD,COL GEROGE/KEPNER, FRED",,1965,Concert Band,
LC,25,"ELLINGTON PORTRAIT, AN","ELLINGTON, DUKE","WERLE, FLOYD",1965,Concert Band,
SB,99,"YESTERDAY, WHEN I WAS YOUNG","AZNAVOUR, CHARLES & KRETZMER, HERB","LIEB, DICK",1965,JAZZ ENSEMBLE,
LC,334,FROM EVERY HORIZON (A TONE POEM TO NEW YORK),"DELLO JOIO, NORMAN",,1965,Concert Band,MISSING SCORE
LC,341,PORTRAIT OF A TRUMPET,"NESTICO, SAMMY",,1965,Concert Band,
LC,347,"FIDDLER ON THE ROOF, HIGHLIGHTS FROM","BOCK, JERRY","WARRINGTON, JOHN",1965,Concert Band,
LC,390,STARS AND BARS,"JAGER, ROBERT E.",,1965,Concert Band,
LC,469,ENGLISH DANCES FOR BAND,"ARNOLD, MALCOLM","JOHNSTONE, MAURICE",1965,Concert Band,
M,16,"SHOW BOY MARCH, THE","HUFF, WILL",,1966,,
MC,49,"MAME, HIGHLIGHTS FROM THE BROADWAY MUSICAL","HERMAN, JERRY","KRANCE, JOHN",1966,Concert Band,
SP,83,MISTY,"BURKE, JOHNNY & GARNER, ERROLL","WARRINGTON, JOHN",1966,,
SP,120,GREEN PEPPERS,"LAKE, SOL","ALBERT, HERB",1966,,
SP,127,"SHADOW OF YOUR SMILE, THE","WEBSTER, PAUL FRANCIS","MANDEL, JOHNNY",1966,,
SP,127,"CIAO, CIAO, BAMBINO","VERDE, MODUGNO","MODUGNO, DOMENICO",1966,,
LC,138,MICHELLE/ELEANOR RIGBY/YESTERDAY,"LENNON, JOHN/MCCARTNEY, PAUL","BALENT, ANDREW",1966,Concert Band,MISSING SCORE
LC,280,CONCERT BAND MEDLEY,"MANCINI, HENRY","WARRINGTON, JOHNNY",1966,Concert Band,
LC,405,"MAME, HIGHLIGHTS FROM","HERMAN, JERRY","KRANCE, JOHN",1966,Concert Band,
LC,412,"SCENES FROM ""THE LOUVRE""-BASED ON ANCIENT AIRS","DELLO JOIO, NORMAN",,1966,Concert Band,
